Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1789.0,Agra,Samsabad,Potato,Local,FAQ,750.0,900.0,800.0,2020-02-15
1790.0,Agra,Samsabad,Potato,Local,FAQ,750.0,900.0,800.0,2020-02-12
1791.0,Agra,Samsabad,Potato,Local,FAQ,750.0,900.0,800.0,2020-02-11
1792.0,Agra,Samsabad,Potato,Local,FAQ,700.0,900.0,800.0,2020-02-10
1793.0,Agra,Samsabad,Potato,Local,FAQ,700.0,900.0,800.0,2020-02-09
1794.0,Agra,Samsabad,Potato,Local,FAQ,700.0,900.0,800.0,2020-02-08
1795.0,Agra,Samsabad,Potato,Local,FAQ,700.0,900.0,800.0,2020-02-07
1796.0,Agra,Samsabad,Potato,Local,FAQ,700.0,900.0,800.0,2020-02-06
1797.0,Agra,Samsabad,Potato,Local,FAQ,700.0,900.0,800.0,2020-02-05
1798.0,Agra,Samsabad,Potato,Local,FAQ,700.0,900.0,800.0,2020-02-04
1799.0,Agra,Samsabad,Potato,Local,FAQ,700.0,900.0,800.0,2020-02-03
1800.0,Agra,Samsabad,Potato,Local,FAQ,700.0,850.0,800.0,2020-02-02
1801.0,Agra,Samsabad,Potato,Local,FAQ,700.0,850.0,800.0,2020-02-01
1802.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-30
1803.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-29
1804.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-28
1805.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-27
1806.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-26
1807.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-25
1808.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-23
1809.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-22
1810.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-21
1811.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-20
1812.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-19
1813.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-18
1814.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-16
1815.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-15
1816.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-14
1817.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-13
1818.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-12
1819.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-11
1820.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-09
1821.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-08
1822.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1300.0,1100.0,2020-01-07
1823.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-06
1824.0,Agra,Samsabad,Potato,Local,FAQ,1000.0,1200.0,1100.0,2020-01-05
1825.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-01-04
1826.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-01-02
1827.0,Agra,Samsabad,Potato,Local,FAQ,1100.0,1300.0,1200.0,2020-01-01
